op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase1,1,16,151936,100,bfloat16,8,128,6.169,6.167,6.173,6.170,0.002,5,5000,500,8,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.172,6.168,6.176,6.172,0.003,5,5000,500,8,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.226,10.223,10.238,10.230,0.007,5,5000,500,8,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.241,10.238,10.244,10.241,0.003,5,5000,500,8,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,14.818,14.586,14.839,14.764,0.131,5,5000,500,8,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.611,26.611,26.632,26.617,0.012,5,4459,445,8,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.758,32.758,32.760,32.759,0.001,5,3606,360,8,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.735,30.720,30.737,30.732,0.008,5,3837,383,8,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.518,2.509,2.529,2.519,0.009,5,5000,500,8,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.197,8.175,8.316,8.230,0.065,5,5000,500,8,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.385,8.213,8.400,8.321,0.099,5,5000,500,8,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.387,16.379,16.389,16.385,0.004,5,5000,500,8,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.393,16.389,16.397,16.392,0.004,5,5000,500,8,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.572,24.562,24.576,24.570,0.007,5,5000,500,8,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.703,28.698,28.707,28.703,0.004,5,4131,413,8,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.740,30.739,30.741,30.740,0.001,5,3861,386,8,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.798,34.795,34.799,34.797,0.002,5,3438,343,8,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.524,2.520,2.536,2.526,0.007,5,5000,500,8,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.215,8.172,8.325,8.234,0.070,5,5000,500,8,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.401,8.213,8.417,8.330,0.107,5,5000,500,8,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.388,16.380,16.389,16.386,0.004,5,5000,500,8,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.396,16.388,16.398,16.395,0.005,5,5000,500,8,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.588,24.578,24.591,24.586,0.006,5,4942,494,8,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.798,29.771,29.821,29.797,0.022,5,4050,405,8,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.807,34.806,34.808,34.807,0.001,5,3416,341,8,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.555,38.547,38.571,38.557,0.011,5,3113,311,8,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.525,2.519,2.530,2.525,0.005,5,5000,500,8,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.211,8.171,8.350,8.243,0.085,5,5000,500,8,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.292,8.224,8.456,8.330,0.113,5,5000,500,8,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.390,16.384,16.391,16.389,0.003,5,5000,500,8,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.410,16.393,16.414,16.406,0.009,5,5000,500,8,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,25.285,25.251,25.304,25.279,0.024,5,4831,483,8,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.653,32.644,32.657,32.651,0.006,5,3712,371,8,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.911,38.910,38.916,38.912,0.003,5,3070,307,8,df3e3c0
